type,StaticPressure,StaticPressure,Energy,Steam,Steam
sensor,1,2,3,4,5
measured_at,,,,,
2017-12-14 11:00:00,0.8067234306487707,1.5005695663762166,6035.214039747452,13.164376591911395,10.367289501953664
2017-12-14 11:15:00,0.7893954383469647,1.4907402281287352,6182.405506270922,13.00306458462242,9.80109715276628
2017-12-14 11:30:00,0.7929076314470432,1.4737610580780256,6035.1879417952205,12.617835596013483,9.794436280818866
2017-12-14 11:45:00,0.7901647557444209,1.4852125068957682,6035.192570862666,12.419816484432022,9.597847673253511
2017-12-14 12:00:00,0.7868612210250421,1.4820147866073365,6035.1985805391205,12.975919809235828,10.04198954543698
2017-12-14 12:15:00,0.8117429198299608,1.48978627290955,5887.985281884042,12.058206983174664,9.154304676921788
2017-12-14 12:30:00,0.7966194978508914,1.4727052148919917,6182.417496383779,12.169562740503642,9.41277840530017
2017-12-14 12:45:00,0.799758433899508,1.4751498602211748,6329.599824790319,12.434873939678265,9.600678780515187
2017-12-14 13:00:00,0.7970647482213667,1.4742682142076502,6771.195229276807,14.202435020010233,10.805720898649845
2017-12-14 13:15:00,0.8035322295397793,1.482207670774815,6771.203362917091,13.58331067970509,10.610003464285763
2017-12-14 13:30:00,0.8007488663290154,1.4895685843318651,6329.609615577024,12.584723286561186,9.787166247010335
2017-12-14 13:45:00,0.7832447286251446,1.4735526534968104,5887.999769414065,12.219730524768291,9.229324611222996
2017-12-14 14:00:00,0.7954314066283317,1.4462092102682964,6182.393639925315,12.603474427651339,9.80228423349481
2017-12-14 14:15:00,0.7959959058858361,1.462485213264829,6182.403715210519,13.55254209358175,10.547256619665164
2017-12-14 14:30:00,0.7938283961655668,1.4371396850054068,6035.192503657503,13.625699817946671,10.440227283330078
2017-12-14 14:45:00,0.8081041893904649,1.4335874391281125,6035.187065845646,14.030270040917788,10.82196021602369
2017-12-14 15:00:00,0.7906354012329578,1.3893885605784866,6035.19008974434,13.956050917550684,10.751208051979194
2017-12-14 15:15:00,0.8136205074715334,1.3579410476632545,6329.603290875458,13.84216534448955,10.621263072413546
2017-12-14 15:30:00,0.7904610073641173,1.3893637428325152,6035.205774883077,13.856467418707085,10.623320165568908
2017-12-14 15:45:00,0.7749084563630525,1.4166648254068968,6182.387555042988,14.166742760500329,10.762735162792938
2017-12-14 16:00:00,0.6004158841834528,1.422651921104771,6329.598295154785,14.455264523895016,11.177075483751164
2017-12-14 16:15:00,0.6001819419910861,1.4079841496890477,5888.004865668394,13.19270586228847,10.244238778824258
2017-12-14 16:30:00,0.5974335207384559,1.3764057207125204,6329.5917790983185,13.568387863263316,10.358678522047978
2017-12-14 16:45:00,0.605860585187361,1.354149255642267,6182.395921711004,14.405285573425866,11.016913825567833
2017-12-14 17:00:00,0.5986261682710728,1.3627163868971728,6182.400126611252,14.211664073169713,11.010775680382075
2017-12-14 17:15:00,0.5993925496892475,1.3431033060007092,5740.788788722254,13.18322153946743,10.177891543728492
2017-12-14 17:30:00,0.588862574092494,1.389712424113345,6035.211787843001,13.81600164648443,10.624725658847309
2017-12-14 17:45:00,0.6158794475013859,1.4261092827791928,5740.793256745461,13.179546164153425,10.171025695979635
2017-12-14 18:00:00,0.574760579635119,1.4467480374676434,5888.005859095755,11.827349792946352,9.20933567358652
2017-12-14 18:15:00,-0.05131089851176189,1.4361302778760379,5299.221570871737,9.800232404212895,7.4199697378461975
2017-12-14 18:30:00,-0.020728021956359984,1.4589992768160176,5446.4207798457965,7.999637991116616,6.206036458068322
2017-12-14 18:45:00,-0.036034606551610227,1.4650968117741676,5299.197725035099,8.012016943572561,6.204343621138433
2017-12-14 19:00:00,-0.026471521260585745,1.4694559028015295,5446.4067320018385,8.195533565600503,6.394642808696442
2017-12-14 19:15:00,-0.020680214296559515,1.4674460431051088,5299.208757493832,9.223481151725318,6.967599426704179
2017-12-14 19:30:00,-0.021338807376051497,1.469271844058143,5299.200004243465,8.776694775446813,6.79898574153379
2017-12-14 19:45:00,-0.03137716300499774,1.5087845828338624,5152.003678120441,8.598936522029982,6.593762932482686
2017-12-14 20:00:00,-0.02703108711631566,1.5296508996331561,5004.801187917594,8.651097470302467,6.405455754459203
2017-12-14 20:15:00,-0.034416914075363854,1.5147219399695764,5446.406046523053,9.197552758796288,7.225802473042824
2017-12-14 20:30:00,-0.02736531651961925,1.5142609013065218,4857.605270768001,8.95429728734162,6.979704574694543
2017-12-14 20:45:00,-0.030286683969552405,1.4844664993704972,5004.800907744349,9.026629937874226,7.034216480844533
2017-12-14 21:00:00,-0.04268342073274013,1.5581802871669266,5152.00201207575,9.799937676357029,7.367201404980995
2017-12-14 21:15:00,-0.02910843202226528,1.5388644087598111,4857.606143915434,9.802708622071203,7.607341345635971
2017-12-14 21:30:00,-0.026691098889245597,1.5321106332346535,4857.603646097359,8.843993248691364,6.794578060492153
2017-12-14 21:45:00,-0.02157854821295576,1.5281627142974727,4857.6225709703385,8.948183201750883,6.768172403702592
2017-12-14 22:00:00,-0.026557080582982277,1.5255860578825198,5446.4062694968125,9.204208007427315,7.448244216732493
2017-12-14 22:15:00,-0.03090778956278132,1.5144828723446633,4857.602647565734,9.241349253493384,6.980514356739521
2017-12-14 22:30:00,-0.02922144599343437,1.5056076786062222,4857.591053035375,8.960023777785288,6.846970728405079
2017-12-14 22:45:00,-0.02753789094813219,1.5069961024516372,4710.417639525052,8.651747704555957,6.784989053368973
2017-12-14 23:00:00,-0.018249879817347034,1.486649482698568,4857.621846956406,8.962858606182522,6.969696660607095
2017-12-14 23:15:00,-0.043940888869447164,1.4937780602307562,4857.595862551876,9.427531447034129,7.034686117267801
2017-12-14 23:30:00,-0.032939177391154845,1.497157164823599,4710.390783962492,9.022554775888995,7.173081166628207
2017-12-14 23:45:00,-0.030129459149726003,1.522787277043715,5004.784659429216,9.240802268891176,6.9819555913641
2017-12-15 00:00:00,-0.03506529895731382,1.5502042014284179,4710.394850615448,8.572726447730584,6.625330562393268
2017-12-15 00:15:00,-0.03437585948968169,1.5608110916334723,4416.018303449719,8.178158655319306,6.136200669079681
2017-12-15 00:30:00,-0.04324142677450936,1.578431478385443,4710.3926720764275,5.637274014330219,4.406091584042954
2017-12-15 00:45:00,-0.04085598894002668,1.5579058145188078,4416.0065824585545,3.3882188638856205,2.633899182392719
2017-12-15 01:00:00,-0.007756960791232774,1.5767260224579212,4563.217246121287,4.160974709747083,3.2115481880523364
2017-12-15 01:15:00,-0.02316456923579581,1.523571866492914,4415.998501746077,4.0369422123278795,3.002515539129916
2017-12-15 01:30:00,-0.03785718197783496,1.5320891398885934,4563.207287184332,3.953562434777766,3.19913031466996
